OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
566,8001007900,"Census Tract 79, Adams County, Colorado",8001007900,ADAMS,0.64,0,5589,8732.8
567,8027970100,"Census Tract 9701, Custer County, Colorado",8027970100,CUSTER,738.63,1.3,4505,6.1
568,8025969600,"Census Tract 9696, Crowley County, Colorado",8025969600,CROWLEY,787.42,12.91,5514,7
569,8089968100,"Census Tract 9681, Otero County, Colorado",8089968100,OTERO,12.94,1.13,2769,214
570,8089968200,"Census Tract 9682, Otero County, Colorado",8089968200,OTERO,51.65,0.37,2866,55.5
571,8089968400,"Census Tract 9684, Otero County, Colorado",8089968400,OTERO,957.76,1.34,1003,1
572,8089968300,"Census Tract 9683, Otero County, Colorado",8089968300,OTERO,37.68,0.23,3743,99.3
573,8089968600,"Census Tract 9686, Otero County, Colorado",8089968600,OTERO,1.96,0.03,4825,2461.7
574,8089968000,"Census Tract 9680, Otero County, Colorado",8089968000,OTERO,17.24,0.28,1556,90.3
575,8089968500,"Census Tract 9685, Otero County, Colorado",8089968500,OTERO,182.73,4.37,1563,8.6
576,8011966700,"Census Tract 9667, Bent County, Colorado",8011966700,BENT,1512.86,28.22,5806,3.8
577,8017960600,"Census Tract 9606, Cheyenne County, Colorado",8017960600,CHEYENNE,1778.28,3.15,2127,1.2
578,8039961209,"Census Tract 9612.09, Elbert County, Colorado",8039961209,ELBERT,106.76,0,2124,19.9
579,8039961208,"Census Tract 9612.08, Elbert County, Colorado",8039961208,ELBERT,69.6,0,3262,46.9
580,8039961207,"Census Tract 9612.07, Elbert County, Colorado",8039961207,ELBERT,53.09,0.03,3906,73.6
581,8039961206,"Census Tract 9612.06, Elbert County, Colorado",8039961206,ELBERT,20.95,0,3631,173.3
582,8039961205,"Census Tract 9612.05, Elbert County, Colorado",8039961205,ELBERT,335.75,0.03,1815,5.4
583,8039961204,"Census Tract 9612.04, Elbert County, Colorado",8039961204,ELBERT,94.51,0,7696,81.4
584,8039961100,"Census Tract 9611, Elbert County, Colorado",8039961100,ELBERT,1170.17,0.11,2119,1.8
585,8001007802,"Census Tract 78.02, Adams County, Colorado",8001007802,ADAMS,0.25,0,4594,18376
586,8023972700,"Census Tract 9727, Costilla County, Colorado",8023972700,COSTILLA,626.58,1.95,1608,2.6
587,8023972600,"Census Tract 9726, Costilla County, Colorado",8023972600,COSTILLA,600.37,1.45,2020,3.4
588,8001008200,"Census Tract 82, Adams County, Colorado",8001008200,ADAMS,1.68,0.06,5766,3432.1
589,8059010406,"Census Tract 104.06, Jefferson County, Colorado",8059010406,JEFFERSON,1.07,0.01,2501,2337.4
590,8059011100,"Census Tract 111, Jefferson County, Colorado",8059011100,JEFFERSON,1.53,0,5969,3901.3
591,8059011723,"Census Tract 117.23, Jefferson County, Colorado",8059011723,JEFFERSON,0.54,0,3595,6657.4
592,8059012057,"Census Tract 120.57, Jefferson County, Colorado",8059012057,JEFFERSON,1.49,0.01,5672,3806.7
593,8099000700,"Census Tract 7, Prowers County, Colorado",8099000700,PROWERS,986.61,3.01,2119,2.1
594,8059012050,"Census Tract 120.50, Jefferson County, Colorado",8059012050,JEFFERSON,1.38,0.27,3947,2860.1
595,8059011724,"Census Tract 117.24, Jefferson County, Colorado",8059011724,JEFFERSON,3.57,0.01,5549,1554.3
596,8059009807,"Census Tract 98.07, Jefferson County, Colorado",8059009807,JEFFERSON,0.68,0,1753,2577.9
597,8059009806,"Census Tract 98.06, Jefferson County, Colorado",8059009806,JEFFERSON,2.24,0.48,3828,1708.9
598,8059010402,"Census Tract 104.02, Jefferson County, Colorado",8059010402,JEFFERSON,1.55,0.06,5365,3461.3
599,8059011729,"Census Tract 117.29, Jefferson County, Colorado",8059011729,JEFFERSON,0.75,0.01,4002,5336
600,8059010000,"Census Tract 100, Jefferson County, Colorado",8059010000,JEFFERSON,1.9,0.01,5626,2961.1
601,8059012041,"Census Tract 120.41, Jefferson County, Colorado",8059012041,JEFFERSON,1.18,0.08,5836,4945.8
602,8073961700,"Census Tract 9617, Lincoln County, Colorado",8073961700,LINCOLN,362.83,1.42,3700,10.2
603,8073961800,"Census Tract 9618, Lincoln County, Colorado",8073961800,LINCOLN,2214.8,7.37,1820,0.8
604,8059980400,"Census Tract 9804, Jefferson County, Colorado",8059980400,JEFFERSON,0.3,0,1305,4350
605,8059015800,"Census Tract 158, Jefferson County, Colorado",8059015800,JEFFERSON,0.89,0,4009,4504.5
606,8059011401,"Census Tract 114.01, Jefferson County, Colorado",8059011401,JEFFERSON,0.35,0,2870,8200
607,8059012059,"Census Tract 120.59, Jefferson County, Colorado",8059012059,JEFFERSON,0.76,0,3261,4290.8
608,8059009849,"Census Tract 98.49, Jefferson County, Colorado",8059009849,JEFFERSON,4.06,0.01,5657,1393.3
609,8059012060,"Census Tract 120.60, Jefferson County, Colorado",8059012060,JEFFERSON,0.47,0,3170,6744.7
610,8059011805,"Census Tract 118.05, Jefferson County, Colorado",8059011805,JEFFERSON,0.36,0.01,4995,13875
611,8059011806,"Census Tract 118.06, Jefferson County, Colorado",8059011806,JEFFERSON,1.14,0,4974,4363.2
612,8059011733,"Census Tract 117.33, Jefferson County, Colorado",8059011733,JEFFERSON,0.42,0.01,1411,3359.5
613,8099000200,"Census Tract 2, Prowers County, Colorado",8099000200,PROWERS,2.34,0.04,2605,1113.2
614,8099000100,"Census Tract 1, Prowers County, Colorado",8099000100,PROWERS,158.3,1.03,1380,8.7
615,8099000300,"Census Tract 3, Prowers County, Colorado",8099000300,PROWERS,2.23,0,4544,2037.7
616,8099000600,"Census Tract 6, Prowers County, Colorado",8099000600,PROWERS,488.92,1.85,1436,2.9
617,8059011732,"Census Tract 117.32, Jefferson County, Colorado",8059011732,JEFFERSON,0.51,0,5324,10439.2
618,8059011402,"Census Tract 114.02, Jefferson County, Colorado",8059011402,JEFFERSON,0.66,0,4404,6672.7
619,8059015900,"Census Tract 159, Jefferson County, Colorado",8059015900,JEFFERSON,2.15,0.07,3672,1707.9
620,8059009850,"Census Tract 98.50, Jefferson County, Colorado",8059009850,JEFFERSON,21.13,0.07,2475,117.1
621,8059009852,"Census Tract 98.52, Jefferson County, Colorado",8059009852,JEFFERSON,3.63,0.06,3817,1051.5
622,8059012047,"Census Tract 120.47, Jefferson County, Colorado",8059012047,JEFFERSON,0.67,0,4335,6470.1
623,8059011712,"Census Tract 117.12, Jefferson County, Colorado",8059011712,JEFFERSON,0.94,0,4372,4651.1
624,8059010901,"Census Tract 109.01, Jefferson County, Colorado",8059010901,JEFFERSON,1.75,0,4852,2772.6
625,8059012032,"Census Tract 120.32, Jefferson County, Colorado",8059012032,JEFFERSON,11.9,0.01,2530,212.6
626,8059012033,"Census Tract 120.33, Jefferson County, Colorado",8059012033,JEFFERSON,21.81,0.03,2749,126
627,8059009843,"Census Tract 98.43, Jefferson County, Colorado",8059009843,JEFFERSON,7.19,0.04,7747,1077.5
628,8059012027,"Census Tract 120.27, Jefferson County, Colorado",8059012027,JEFFERSON,21.29,0.01,3371,158.3
629,8059010405,"Census Tract 104.05, Jefferson County, Colorado",8059010405,JEFFERSON,0.63,0.01,2540,4031.7
630,8059012026,"Census Tract 120.26, Jefferson County, Colorado",8059012026,JEFFERSON,8.97,0.01,3309,368.9
631,8059012035,"Census Tract 120.35, Jefferson County, Colorado",8059012035,JEFFERSON,11.59,0.09,5241,452.2
632,8059012037,"Census Tract 120.37, Jefferson County, Colorado",8059012037,JEFFERSON,15.5,0.02,3480,224.5
633,8059012031,"Census Tract 120.31, Jefferson County, Colorado",8059012031,JEFFERSON,18.54,0.03,4189,225.9
634,8059012030,"Census Tract 120.30, Jefferson County, Colorado",8059012030,JEFFERSON,13.2,0.08,3957,299.8
635,8059009900,"Census Tract 99, Jefferson County, Colorado",8059009900,JEFFERSON,3.31,0.02,2382,719.6
636,8059009846,"Census Tract 98.46, Jefferson County, Colorado",8059009846,JEFFERSON,10.62,0.01,4471,421
637,8059009847,"Census Tract 98.47, Jefferson County, Colorado",8059009847,JEFFERSON,1.93,0.01,3075,1593.3
638,8059012023,"Census Tract 120.23, Jefferson County, Colorado",8059012023,JEFFERSON,0.82,0,3526,4300
639,8059012048,"Census Tract 120.48, Jefferson County, Colorado",8059012048,JEFFERSON,0.91,0.09,2348,2580.2
640,8059009848,"Census Tract 98.48, Jefferson County, Colorado",8059009848,JEFFERSON,13.27,0.01,2699,203.4
641,8059009845,"Census Tract 98.45, Jefferson County, Colorado",8059009845,JEFFERSON,16.7,0.01,4067,243.5
642,8059009842,"Census Tract 98.42, Jefferson County, Colorado",8059009842,JEFFERSON,2.52,0.09,3613,1433.7
643,8059012042,"Census Tract 120.42, Jefferson County, Colorado",8059012042,JEFFERSON,0.98,0.02,3963,4043.9
644,8059012058,"Census Tract 120.58, Jefferson County, Colorado",8059012058,JEFFERSON,222.86,1.51,3918,17.6
645,8059011720,"Census Tract 117.20, Jefferson County, Colorado",8059011720,JEFFERSON,5.97,0,4960,830.8
646,8059012054,"Census Tract 120.54, Jefferson County, Colorado",8059012054,JEFFERSON,0.91,0,4048,4448.4
647,8059011803,"Census Tract 118.03, Jefferson County, Colorado",8059011803,JEFFERSON,0.74,0,5484,7410.8
648,8059011602,"Census Tract 116.02, Jefferson County, Colorado",8059011602,JEFFERSON,0.77,0,4714,6122.1
649,8059010603,"Census Tract 106.03, Jefferson County, Colorado",8059010603,JEFFERSON,0.75,0,3604,4805.3
650,8059012039,"Census Tract 120.39, Jefferson County, Colorado",8059012039,JEFFERSON,0.89,0,5516,6197.8
651,8059010100,"Census Tract 101, Jefferson County, Colorado",8059010100,JEFFERSON,2.71,0,4608,1700.4
652,8059012036,"Census Tract 120.36, Jefferson County, Colorado",8059012036,JEFFERSON,56.57,1.35,3998,70.7
653,8059012051,"Census Tract 120.51, Jefferson County, Colorado",8059012051,JEFFERSON,1.01,0,3581,3545.5
654,8059012055,"Census Tract 120.55, Jefferson County, Colorado",8059012055,JEFFERSON,0.94,0,3758,3997.9
655,8059012052,"Census Tract 120.52, Jefferson County, Colorado",8059012052,JEFFERSON,0.93,0,5310,5709.7
656,8059012046,"Census Tract 120.46, Jefferson County, Colorado",8059012046,JEFFERSON,0.53,0,2107,3975.5
657,8059012024,"Census Tract 120.24, Jefferson County, Colorado",8059012024,JEFFERSON,3.1,0.01,5189,1673.9
658,8059012022,"Census Tract 120.22, Jefferson County, Colorado",8059012022,JEFFERSON,1.88,0.01,5827,3099.5
659,8059012045,"Census Tract 120.45, Jefferson County, Colorado",8059012045,JEFFERSON,1.12,0.01,5901,5268.8
660,8059011904,"Census Tract 119.04, Jefferson County, Colorado",8059011904,JEFFERSON,0.98,0.01,2121,2164.3
661,8059011728,"Census Tract 117.28, Jefferson County, Colorado",8059011728,JEFFERSON,0.49,0,2841,5798
662,8059011702,"Census Tract 117.02, Jefferson County, Colorado",8059011702,JEFFERSON,0.99,0,5476,5531.3
663,8059011701,"Census Tract 117.01, Jefferson County, Colorado",8059011701,JEFFERSON,1.48,0.03,4800,3243.2
664,8059012049,"Census Tract 120.49, Jefferson County, Colorado",8059012049,JEFFERSON,1.01,0,4043,4003
665,8059011730,"Census Tract 117.30, Jefferson County, Colorado",8059011730,JEFFERSON,0.74,0,3466,4683.8
666,8059011727,"Census Tract 117.27, Jefferson County, Colorado",8059011727,JEFFERSON,0.99,0.01,3646,3682.8
667,8059012053,"Census Tract 120.53, Jefferson County, Colorado",8059012053,JEFFERSON,0.98,0,3985,4066.3
668,8059011202,"Census Tract 112.02, Jefferson County, Colorado",8059011202,JEFFERSON,1.49,0.01,4929,3308.1
669,8059011804,"Census Tract 118.04, Jefferson County, Colorado",8059011804,JEFFERSON,0.74,0.01,4344,5870.3
670,8059011708,"Census Tract 117.08, Jefferson County, Colorado",8059011708,JEFFERSON,0.97,0,3881,4001
672,8059011711,"Census Tract 117.11, Jefferson County, Colorado",8059011711,JEFFERSON,0.84,0,4181,4977.4
673,8059011951,"Census Tract 119.51, Jefferson County, Colorado",8059011951,JEFFERSON,1.13,0.1,3335,2951.3
674,8059012038,"Census Tract 120.38, Jefferson County, Colorado",8059012038,JEFFERSON,1.26,0,3670,2912.7
675,8059011725,"Census Tract 117.25, Jefferson County, Colorado",8059011725,JEFFERSON,0.39,0,1744,4471.8
676,8059011721,"Census Tract 117.21, Jefferson County, Colorado",8059011721,JEFFERSON,0.98,0,2644,2698
677,8059012034,"Census Tract 120.34, Jefferson County, Colorado",8059012034,JEFFERSON,8.68,0.03,3642,419.6
678,8059011710,"Census Tract 117.10, Jefferson County, Colorado",8059011710,JEFFERSON,0.74,0.15,4036,5454.1
679,8059011709,"Census Tract 117.09, Jefferson County, Colorado",8059011709,JEFFERSON,0.69,0.07,3435,4978.3
680,8059011726,"Census Tract 117.26, Jefferson County, Colorado",8059011726,JEFFERSON,2.17,0.03,6638,3059
681,8059011601,"Census Tract 116.01, Jefferson County, Colorado",8059011601,JEFFERSON,0.73,0,3998,5476.7
682,8059011731,"Census Tract 117.31, Jefferson County, Colorado",8059011731,JEFFERSON,5.03,0.42,4156,826.2
683,8059011550,"Census Tract 115.50, Jefferson County, Colorado",8059011550,JEFFERSON,1.51,0.01,5983,3962.3
684,8059011300,"Census Tract 113, Jefferson County, Colorado",8059011300,JEFFERSON,0.5,0,3047,6094
685,8059010702,"Census Tract 107.02, Jefferson County, Colorado",8059010702,JEFFERSON,0.64,0.01,5740,8968.8
686,8059010701,"Census Tract 107.01, Jefferson County, Colorado",8059010701,JEFFERSON,0.85,0,4429,5210.6
687,8059012043,"Census Tract 120.43, Jefferson County, Colorado",8059012043,JEFFERSON,1.72,0.13,5649,3284.3
688,8059010502,"Census Tract 105.02, Jefferson County, Colorado",8059010502,JEFFERSON,2.3,0.11,5160,2243.5
689,8059010604,"Census Tract 106.04, Jefferson County, Colorado",8059010604,JEFFERSON,0.72,0.06,2401,3334.7
690,8059011000,"Census Tract 110, Jefferson County, Colorado",8059011000,JEFFERSON,1.5,0,6162,4108
691,8059010902,"Census Tract 109.02, Jefferson County, Colorado",8059010902,JEFFERSON,1.03,0,2711,2632
692,8059010801,"Census Tract 108.01, Jefferson County, Colorado",8059010801,JEFFERSON,0.8,0.1,2651,3313.8
693,8059010504,"Census Tract 105.04, Jefferson County, Colorado",8059010504,JEFFERSON,0.89,0,2845,3196.6
694,8059010503,"Census Tract 105.03, Jefferson County, Colorado",8059010503,JEFFERSON,1.53,0.04,4436,2899.3
695,8059010403,"Census Tract 104.03, Jefferson County, Colorado",8059010403,JEFFERSON,1.58,0.06,4944,3129.1
696,8059012044,"Census Tract 120.44, Jefferson County, Colorado",8059012044,JEFFERSON,1.57,0.08,4072,2593.6
697,8059010308,"Census Tract 103.08, Jefferson County, Colorado",8059010308,JEFFERSON,1.89,0.01,5821,3079.9
698,8035014112,"Census Tract 141.12, Douglas County, Colorado",8035014112,DOUGLAS,0.65,0,4143,6373.8
699,8035014110,"Census Tract 141.10, Douglas County, Colorado",8035014110,DOUGLAS,1.04,0,5892,5665.4
700,8035014109,"Census Tract 141.09, Douglas County, Colorado",8035014109,DOUGLAS,0.59,0,2902,4918.6
701,8035014108,"Census Tract 141.08, Douglas County, Colorado",8035014108,DOUGLAS,1.2,0,4805,4004.2
702,8035014202,"Census Tract 142.02, Douglas County, Colorado",8035014202,DOUGLAS,49.63,0.13,1844,37.2
703,8035014116,"Census Tract 141.16, Douglas County, Colorado",8035014116,DOUGLAS,1.54,0,6179,4012.3
704,8035014300,"Census Tract 143, Douglas County, Colorado",8035014300,DOUGLAS,189.93,0.65,772,4.1
705,8035014107,"Census Tract 141.07, Douglas County, Colorado",8035014107,DOUGLAS,1.06,0,3795,3580.2
706,8035014122,"Census Tract 141.22, Douglas County, Colorado",8035014122,DOUGLAS,5.29,0,7211,1363.1
707,8035014602,"Census Tract 146.02, Douglas County, Colorado",8035014602,DOUGLAS,82.76,0.14,2657,32.1
708,8035013901,"Census Tract 139.01, Douglas County, Colorado",8035013901,DOUGLAS,17.74,0.06,7698,433.9
709,8035014503,"Census Tract 145.03, Douglas County, Colorado",8035014503,DOUGLAS,3.62,0,5598,1546.4
710,8035013909,"Census Tract 139.09, Douglas County, Colorado",8035013909,DOUGLAS,24.45,0.01,6305,257.9
711,8101003600,"Census Tract 36, Pueblo County, Colorado",8101003600,PUEBLO,581.23,1.28,2143,3.7
712,8101003500,"Census Tract 35, Pueblo County, Colorado",8101003500,PUEBLO,1.94,0.15,1743,898.5
713,8101002916,"Census Tract 29.16, Pueblo County, Colorado",8101002916,PUEBLO,0.97,0,3082,3177.3
714,8101002914,"Census Tract 29.14, Pueblo County, Colorado",8101002914,PUEBLO,2,0,3521,1760.5
715,8063962200,"Census Tract 9622, Kit Carson County, Colorado",8063962200,KIT CARSON,619.98,0.09,1384,2.2
716,8063962300,"Census Tract 9623, Kit Carson County, Colorado",8063962300,KIT CARSON,803.54,0.44,994,1.2
717,8063962100,"Census Tract 9621, Kit Carson County, Colorado",8063962100,KIT CARSON,737.3,0.34,5468,7.4
718,8101002912,"Census Tract 29.12, Pueblo County, Colorado",8101002912,PUEBLO,1.5,0,1816,1210.7
720,8101002917,"Census Tract 29.17, Pueblo County, Colorado",8101002917,PUEBLO,16.26,1.13,3075,189.1
721,8101003106,"Census Tract 31.06, Pueblo County, Colorado",8101003106,PUEBLO,14.74,0.11,1300,88.2
722,8101003105,"Census Tract 31.05, Pueblo County, Colorado",8101003105,PUEBLO,6.04,0.12,3355,555.5
723,8101002915,"Census Tract 29.15, Pueblo County, Colorado",8101002915,PUEBLO,1.11,0,2459,2215.3
724,8101002918,"Census Tract 29.18, Pueblo County, Colorado",8101002918,PUEBLO,141.4,0.18,6603,46.7
725,8101002913,"Census Tract 29.13, Pueblo County, Colorado",8101002913,PUEBLO,1.92,0.01,3240,1687.5
726,8101002911,"Census Tract 29.11, Pueblo County, Colorado",8101002911,PUEBLO,6.87,0.61,2787,405.7
727,8101000903,"Census Tract 9.03, Pueblo County, Colorado",8101000903,PUEBLO,0.4,0,769,1922.5
728,8101002600,"Census Tract 26, Pueblo County, Colorado",8101002600,PUEBLO,0.91,0,3824,4202.2
729,8101002801,"Census Tract 28.01, Pueblo County, Colorado",8101002801,PUEBLO,0.84,0,5367,6389.3
730,8101002000,"Census Tract 20, Pueblo County, Colorado",8101002000,PUEBLO,0.73,0,3236,4432.9
731,8101001800,"Census Tract 18, Pueblo County, Colorado",8101001800,PUEBLO,0.42,0,2194,5223.8
732,8101001900,"Census Tract 19, Pueblo County, Colorado",8101001900,PUEBLO,0.36,0,1403,3897.2
733,8101002400,"Census Tract 24, Pueblo County, Colorado",8101002400,PUEBLO,0.33,0,1756,5321.2
734,8101001400,"Census Tract 14, Pueblo County, Colorado",8101001400,PUEBLO,0.41,0.02,1290,3146.3
735,8101001700,"Census Tract 17, Pueblo County, Colorado",8101001700,PUEBLO,1.2,0,4662,3885
736,8101000905,"Census Tract 9.05, Pueblo County, Colorado",8101000905,PUEBLO,0.28,0,2204,7871.4
737,8101003104,"Census Tract 31.04, Pueblo County, Colorado",8101003104,PUEBLO,2.74,0.01,2164,789.8
738,8101002300,"Census Tract 23, Pueblo County, Colorado",8101002300,PUEBLO,1.15,0.22,3595,3126.1
739,8101002200,"Census Tract 22, Pueblo County, Colorado",8101002200,PUEBLO,0.31,0,1469,4738.7
740,8101002100,"Census Tract 21, Pueblo County, Colorado",8101002100,PUEBLO,0.32,0,1421,4440.6
741,8101002802,"Census Tract 28.02, Pueblo County, Colorado",8101002802,PUEBLO,1.54,0.03,3565,2314.9
742,8101000200,"Census Tract 2, Pueblo County, Colorado",8101000200,PUEBLO,1.15,0.08,2022,1758.3
743,8101002906,"Census Tract 29.06, Pueblo County, Colorado",8101002906,PUEBLO,27.58,0.13,4378,158.7
744,8101002700,"Census Tract 27, Pueblo County, Colorado",8101002700,PUEBLO,1.09,0,5099,4678
745,8101001600,"Census Tract 16, Pueblo County, Colorado",8101001600,PUEBLO,1,0.07,1822,1822
746,8101002903,"Census Tract 29.03, Pueblo County, Colorado",8101002903,PUEBLO,10.2,0.02,6878,674.3
747,8101000500,"Census Tract 5, Pueblo County, Colorado",8101000500,PUEBLO,1.4,0.01,1953,1395
748,8101000800,"Census Tract 8, Pueblo County, Colorado",8101000800,PUEBLO,0.8,0,3126,3907.5
749,8101002901,"Census Tract 29.01, Pueblo County, Colorado",8101002901,PUEBLO,3.74,0.04,2935,784.8
750,8101002500,"Census Tract 25, Pueblo County, Colorado",8101002500,PUEBLO,0.45,0,2970,6600
751,8101003103,"Census Tract 31.03, Pueblo County, Colorado",8101003103,PUEBLO,5.04,0.31,1909,378.8
752,8101003001,"Census Tract 30.01, Pueblo County, Colorado",8101003001,PUEBLO,5.22,0.17,1016,194.6
753,8101001000,"Census Tract 10, Pueblo County, Colorado",8101001000,PUEBLO,0.77,0,5447,7074
754,8101000904,"Census Tract 9.04, Pueblo County, Colorado",8101000904,PUEBLO,0.95,0,3699,3893.7
755,8101003004,"Census Tract 30.04, Pueblo County, Colorado",8101003004,PUEBLO,4.23,0.01,2960,699.8
756,8101001100,"Census Tract 11, Pueblo County, Colorado",8101001100,PUEBLO,0.55,0,2352,4276.4
757,8101000902,"Census Tract 9.02, Pueblo County, Colorado",8101000902,PUEBLO,1.43,0,6413,4484.6
758,8101003200,"Census Tract 32, Pueblo County, Colorado",8101003200,PUEBLO,829.28,2.65,3483,4.2
759,8101000400,"Census Tract 4, Pueblo County, Colorado",8101000400,PUEBLO,0.64,0,2846,4446.9
760,8101002806,"Census Tract 28.06, Pueblo County, Colorado",8101002806,PUEBLO,338,3.67,4476,13.2
761,8101000300,"Census Tract 3, Pueblo County, Colorado",8101000300,PUEBLO,0.47,0,2099,4466
762,8101002804,"Census Tract 28.04, Pueblo County, Colorado",8101002804,PUEBLO,282.85,0.42,4372,15.5
763,8101001200,"Census Tract 12, Pueblo County, Colorado",8101001200,PUEBLO,1.02,0,2130,2088.2
764,8101000600,"Census Tract 6, Pueblo County, Colorado",8101000600,PUEBLO,0.35,0,1960,5600
765,8101002807,"Census Tract 28.07, Pueblo County, Colorado",8101002807,PUEBLO,1.26,0,4753,3772.2
766,8101002808,"Census Tract 28.08, Pueblo County, Colorado",8101002808,PUEBLO,2.51,0,3305,1316.7
767,8101001500,"Census Tract 15, Pueblo County, Colorado",8101001500,PUEBLO,0.51,0,2247,4405.9
768,8101000100,"Census Tract 1, Pueblo County, Colorado",8101000100,PUEBLO,1.34,0,2675,1996.3
769,8035014006,"Census Tract 140.06, Douglas County, Colorado",8035014006,DOUGLAS,2.13,0.01,6842,3212.2
770,8035013910,"Census Tract 139.10, Douglas County, Colorado",8035013910,DOUGLAS,1.99,0,6434,3233.2
771,8035014140,"Census Tract 141.40, Douglas County, Colorado",8035014140,DOUGLAS,1.51,0,5260,3483.4
772,8035014132,"Census Tract 141.32, Douglas County, Colorado",8035014132,DOUGLAS,1.28,0,6366,4973.4
773,8035014130,"Census Tract 141.30, Douglas County, Colorado",8035014130,DOUGLAS,1.36,0,7870,5786.8
774,8035014124,"Census Tract 141.24, Douglas County, Colorado",8035014124,DOUGLAS,1.01,0,5437,5383.2
775,8035014405,"Census Tract 144.05, Douglas County, Colorado",8035014405,DOUGLAS,3.56,0,7799,2190.7
776,8035014505,"Census Tract 145.05, Douglas County, Colorado",8035014505,DOUGLAS,5.72,0,5310,928.3
777,8035014603,"Census Tract 146.03, Douglas County, Colorado",8035014603,DOUGLAS,2.54,0,7436,2927.6
778,8035014403,"Census Tract 144.03, Douglas County, Colorado",8035014403,DOUGLAS,61.87,0,5520,89.2
779,8035014404,"Census Tract 144.04, Douglas County, Colorado",8035014404,DOUGLAS,92.03,0.05,2681,29.1
780,8035014128,"Census Tract 141.28, Douglas County, Colorado",8035014128,DOUGLAS,0.81,0,5027,6206.2
781,8035014129,"Census Tract 141.29, Douglas County, Colorado",8035014129,DOUGLAS,0.53,0,3923,7401.9
782,8035014134,"Census Tract 141.34, Douglas County, Colorado",8035014134,DOUGLAS,1.23,0,6478,5266.7
783,8035014136,"Census Tract 141.36, Douglas County, Colorado",8035014136,DOUGLAS,1.29,0,9188,7122.5
784,8035014138,"Census Tract 141.38, Douglas County, Colorado",8035014138,DOUGLAS,0.73,0,3313,4538.4
785,8035014139,"Census Tract 141.39, Douglas County, Colorado",8035014139,DOUGLAS,1.45,0,3924,2706.2
786,8035014126,"Census Tract 141.26, Douglas County, Colorado",8035014126,DOUGLAS,0.27,0,1876,6948.1
787,8035014203,"Census Tract 142.03, Douglas County, Colorado",8035014203,DOUGLAS,7.26,0,6704,923.4
788,8035014406,"Census Tract 144.06, Douglas County, Colorado",8035014406,DOUGLAS,14.42,0,11516,798.6
789,8035014133,"Census Tract 141.33, Douglas County, Colorado",8035014133,DOUGLAS,1.59,0,6578,4137.1
790,8035014204,"Census Tract 142.04, Douglas County, Colorado",8035014204,DOUGLAS,10.05,1,3247,323.1
791,8035014135,"Census Tract 141.35, Douglas County, Colorado",8035014135,DOUGLAS,25.99,0,3933,151.3
792,8035014131,"Census Tract 141.31, Douglas County, Colorado",8035014131,DOUGLAS,5.16,0.4,4078,790.3
793,8035014137,"Census Tract 141.37, Douglas County, Colorado",8035014137,DOUGLAS,4.42,0,9763,2208.8
794,8035014127,"Census Tract 141.27, Douglas County, Colorado",8035014127,DOUGLAS,2.39,0,5367,2245.6
795,8035014125,"Census Tract 141.25, Douglas County, Colorado",8035014125,DOUGLAS,6.68,0,3882,581.1
796,8035014005,"Census Tract 140.05, Douglas County, Colorado",8035014005,DOUGLAS,1.1,0,5084,4621.8
797,8035014007,"Census Tract 140.07, Douglas County, Colorado",8035014007,DOUGLAS,3.76,0,2964,788.3
798,8035014011,"Census Tract 140.11, Douglas County, Colorado",8035014011,DOUGLAS,11.66,0,2724,233.6
799,8035014506,"Census Tract 145.06, Douglas County, Colorado",8035014506,DOUGLAS,77.17,0.08,4496,58.3
800,8035014604,"Census Tract 146.04, Douglas County, Colorado",8035014604,DOUGLAS,25.17,0,4122,163.8
801,8035014013,"Census Tract 140.13, Douglas County, Colorado",8035014013,DOUGLAS,15.98,0,6703,419.5
802,8035014012,"Census Tract 140.12, Douglas County, Colorado",8035014012,DOUGLAS,18.91,0,8027,424.5
803,8035014008,"Census Tract 140.08, Douglas County, Colorado",8035014008,DOUGLAS,2.23,0.01,7294,3270.9
804,8035014009,"Census Tract 140.09, Douglas County, Colorado",8035014009,DOUGLAS,1.41,0,3757,2664.5
805,8035014010,"Census Tract 140.10, Douglas County, Colorado",8035014010,DOUGLAS,1.67,0,5630,3371.3
806,8035013911,"Census Tract 139.11, Douglas County, Colorado",8035013911,DOUGLAS,13.92,0,7463,536.1
807,8035014123,"Census Tract 141.23, Douglas County, Colorado",8035014123,DOUGLAS,2.19,0,3222,1471.2
808,8035014504,"Census Tract 145.04, Douglas County, Colorado",8035014504,DOUGLAS,2.54,0,4723,1859.4
809,8035013908,"Census Tract 139.08, Douglas County, Colorado",8035013908,DOUGLAS,10.68,0.06,7403,693.2
810,8035013907,"Census Tract 139.07, Douglas County, Colorado",8035013907,DOUGLAS,2.46,0,5115,2079.3
811,8035013905,"Census Tract 139.05, Douglas County, Colorado",8035013905,DOUGLAS,1.4,0,3666,2618.6
812,8035013904,"Census Tract 139.04, Douglas County, Colorado",8035013904,DOUGLAS,2.06,0,4408,2139.8
813,8035014001,"Census Tract 140.01, Douglas County, Colorado",8035014001,DOUGLAS,4.48,0,7679,1714.1
814,8035014115,"Census Tract 141.15, Douglas County, Colorado",8035014115,DOUGLAS,1,0,4381,4381
815,8035014114,"Census Tract 141.14, Douglas County, Colorado",8035014114,DOUGLAS,1.2,0,3321,2767.5
