OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Area_Land_Square_Miles,Area_Water_Square_Miles,Population_Total,Population_Density_PerLandSquareMile
1080,8041002101,"Census Tract 21.01, El Paso County, Colorado",8041002101,EL PASO,1.05,0,3839,3656.2
1081,8041001400,"Census Tract 14, El Paso County, Colorado",8041001400,EL PASO,0.76,0,3470,4565.8
1082,8041001302,"Census Tract 13.02, El Paso County, Colorado",8041001302,EL PASO,1.18,0,5131,4348.3
1083,8041001104,"Census Tract 11.04, El Paso County, Colorado",8041001104,EL PASO,1.64,0,3131,1909.1
1084,8041000800,"Census Tract 8, El Paso County, Colorado",8041000800,EL PASO,0.86,0,2984,3469.8
1085,8041000700,"Census Tract 7, El Paso County, Colorado",8041000700,EL PASO,0.63,0,3376,5358.7
1086,8041000600,"Census Tract 6, El Paso County, Colorado",8041000600,EL PASO,0.66,0,3176,4812.1
1087,8041000500,"Census Tract 5, El Paso County, Colorado",8041000500,EL PASO,0.52,0,2268,4361.5
1088,8041000400,"Census Tract 4, El Paso County, Colorado",8041000400,EL PASO,0.66,0,2163,3277.3
1089,8041007800,"Census Tract 78, El Paso County, Colorado",8041007800,EL PASO,2.02,0,5060,2505
1090,8041000302,"Census Tract 3.02, El Paso County, Colorado",8041000302,EL PASO,2.18,0.02,5179,2375.7
1091,8041007700,"Census Tract 77, El Paso County, Colorado",8041007700,EL PASO,2.32,0,5833,2514.2
1092,8005083500,"Census Tract 835, Arapahoe County, Colorado",8005083500,ARAPAHOE,0.73,0,6234,8539.7
1093,8005082800,"Census Tract 828, Arapahoe County, Colorado",8005082800,ARAPAHOE,0.76,0,4834,6360.5
1094,8005082400,"Census Tract 824, Arapahoe County, Colorado",8005082400,ARAPAHOE,0.79,0,4267,5401.3
1095,8005005630,"Census Tract 56.30, Arapahoe County, Colorado",8005005630,ARAPAHOE,1,0.01,5783,5783
1096,8005005631,"Census Tract 56.31, Arapahoe County, Colorado",8005005631,ARAPAHOE,0.65,0,3438,5289.2
1097,8005005628,"Census Tract 56.28, Arapahoe County, Colorado",8005005628,ARAPAHOE,0.99,0,5787,5845.5
1098,8005005632,"Census Tract 56.32, Arapahoe County, Colorado",8005005632,ARAPAHOE,0.85,0,3267,3843.5
1099,8005005629,"Census Tract 56.29, Arapahoe County, Colorado",8005005629,ARAPAHOE,0.99,0.01,2555,2580.8
1100,8005084400,"Census Tract 844, Arapahoe County, Colorado",8005084400,ARAPAHOE,0.41,0,3098,7556.1
1101,8055960900,"Census Tract 9609, Huerfano County, Colorado",8055960900,HUERFANO,1549.06,2.05,3302,2.1
1102,8055960600,"Census Tract 9606, Huerfano County, Colorado",8055960600,HUERFANO,41.94,0.19,3196,76.2
1103,8005005624,"Census Tract 56.24, Arapahoe County, Colorado",8005005624,ARAPAHOE,0.77,0,2631,3416.9
1104,8005005627,"Census Tract 56.27, Arapahoe County, Colorado",8005005627,ARAPAHOE,1,0,4686,4686
1105,8005005614,"Census Tract 56.14, Arapahoe County, Colorado",8005005614,ARAPAHOE,0.9,0,3270,3633.3
1106,8005006707,"Census Tract 67.07, Arapahoe County, Colorado",8005006707,ARAPAHOE,1.25,0,5258,4206.4
1107,8005006708,"Census Tract 67.08, Arapahoe County, Colorado",8005006708,ARAPAHOE,1,0,5062,5062
1108,8005006604,"Census Tract 66.04, Arapahoe County, Colorado",8005006604,ARAPAHOE,0.73,0.02,4582,6276.7
1109,8005006603,"Census Tract 66.03, Arapahoe County, Colorado",8005006603,ARAPAHOE,0.72,0,3393,4712.5
1110,8005006705,"Census Tract 67.05, Arapahoe County, Colorado",8005006705,ARAPAHOE,1.95,0.01,2041,1046.7
1111,8005006601,"Census Tract 66.01, Arapahoe County, Colorado",8005006601,ARAPAHOE,0.75,0,5531,7374.7
1112,8005005621,"Census Tract 56.21, Arapahoe County, Colorado",8005005621,ARAPAHOE,1,0.01,3034,3034
1113,8005005625,"Census Tract 56.25, Arapahoe County, Colorado",8005005625,ARAPAHOE,0.72,0,3103,4309.7
1114,8005006704,"Census Tract 67.04, Arapahoe County, Colorado",8005006704,ARAPAHOE,4.26,0.06,4501,1056.6
1115,8005005620,"Census Tract 56.20, Arapahoe County, Colorado",8005005620,ARAPAHOE,0.38,0.02,2905,7644.7
1116,8005006709,"Census Tract 67.09, Arapahoe County, Colorado",8005006709,ARAPAHOE,1.62,0,5495,3392
1117,8005005619,"Census Tract 56.19, Arapahoe County, Colorado",8005005619,ARAPAHOE,1.48,0.17,4655,3145.3
1118,8005005633,"Census Tract 56.33, Arapahoe County, Colorado",8005005633,ARAPAHOE,0.75,0,3109,4145.3
1119,8005081700,"Census Tract 817, Arapahoe County, Colorado",8005081700,ARAPAHOE,0.71,0,2946,4149.3
1120,8005015100,"Census Tract 151, Arapahoe County, Colorado",8005015100,ARAPAHOE,0.57,0,2797,4907
1121,8005083900,"Census Tract 839, Arapahoe County, Colorado",8005083900,ARAPAHOE,0.53,0,2840,5358.5
1122,8005082900,"Census Tract 829, Arapahoe County, Colorado",8005082900,ARAPAHOE,1.02,0,4776,4682.4
1123,8005087300,"Census Tract 873, Arapahoe County, Colorado",8005087300,ARAPAHOE,0.84,0,8384,9981
1124,8005086900,"Census Tract 869, Arapahoe County, Colorado",8005086900,ARAPAHOE,0.28,0,3043,10867.9
1125,8005087100,"Census Tract 871, Arapahoe County, Colorado",8005087100,ARAPAHOE,0.38,0,2713,7139.5
1126,8005007301,"Census Tract 73.01, Arapahoe County, Colorado",8005007301,ARAPAHOE,0.33,0,2485,7530.3
1127,8005006100,"Census Tract 61, Arapahoe County, Colorado",8005006100,ARAPAHOE,0.44,0,2962,6731.8
1128,8005006300,"Census Tract 63, Arapahoe County, Colorado",8005006300,ARAPAHOE,0.5,0,2611,5222
1129,8005006706,"Census Tract 67.06, Arapahoe County, Colorado",8005006706,ARAPAHOE,0.87,0.13,5134,5901.1
1130,8005006200,"Census Tract 62, Arapahoe County, Colorado",8005006200,ARAPAHOE,0.96,0.01,3305,3442.7
1131,8005005952,"Census Tract 59.52, Arapahoe County, Colorado",8005005952,ARAPAHOE,0.39,0,3692,9466.7
1132,8005005951,"Census Tract 59.51, Arapahoe County, Colorado",8005005951,ARAPAHOE,0.55,0,4303,7823.6
1133,8005005800,"Census Tract 58, Arapahoe County, Colorado",8005005800,ARAPAHOE,0.47,0,2633,5602.1
1134,8005005612,"Census Tract 56.12, Arapahoe County, Colorado",8005005612,ARAPAHOE,1.5,0,3828,2552
1135,8005006400,"Census Tract 64, Arapahoe County, Colorado",8005006400,ARAPAHOE,0.9,0.03,3395,3772.2
1136,8005006000,"Census Tract 60, Arapahoe County, Colorado",8005006000,ARAPAHOE,0.99,0.02,2626,2652.5
1137,8041000301,"Census Tract 3.01, El Paso County, Colorado",8041000301,EL PASO,0.71,0,3211,4522.5
1138,8041000203,"Census Tract 2.03, El Paso County, Colorado",8041000203,EL PASO,1.03,0,4289,4164.1
1139,8005080500,"Census Tract 805, Arapahoe County, Colorado",8005080500,ARAPAHOE,0.49,0,3593,7332.7
1140,8005083000,"Census Tract 830, Arapahoe County, Colorado",8005083000,ARAPAHOE,3.96,0,3563,899.7
1141,8005083200,"Census Tract 832, Arapahoe County, Colorado",8005083200,ARAPAHOE,1.98,0,9092,4591.9
1142,8005085900,"Census Tract 859, Arapahoe County, Colorado",8005085900,ARAPAHOE,1.81,0,4875,2693.4
1143,8005006855,"Census Tract 68.55, Arapahoe County, Colorado",8005006855,ARAPAHOE,3.02,0,5667,1876.5
1144,8005086400,"Census Tract 864, Arapahoe County, Colorado",8005086400,ARAPAHOE,3.12,0,2103,674
1145,8005086700,"Census Tract 867, Arapahoe County, Colorado",8005086700,ARAPAHOE,2.35,0,4735,2014.9
1146,8005007103,"Census Tract 71.03, Arapahoe County, Colorado",8005007103,ARAPAHOE,63.84,0.18,1585,24.8
1147,8005005700,"Census Tract 57, Arapahoe County, Colorado",8005005700,ARAPAHOE,0.88,0.02,3634,4129.5
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",8005005622,ARAPAHOE,2.31,0.41,2421,1048.1
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",8005005611,ARAPAHOE,1.55,0,5014,3234.8
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",8005007400,ARAPAHOE,0.75,0,5487,7316
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",8005005553,ARAPAHOE,0.93,0.07,3972,4271
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",8005005626,ARAPAHOE,0.78,0,3635,4660.3
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",8005007600,ARAPAHOE,0.51,0,3646,7149
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",8041000202,EL PASO,1.06,0,4577,4317.9
1155,8041007900,"Census Tract 79, El Paso County, Colorado",8041007900,EL PASO,2.35,0.02,2519,1071.9
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",8041000102,EL PASO,0.63,0,3599,5712.7
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",8041004701,EL PASO,0.88,0,5057,5746.6
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",8041005501,EL PASO,1.31,0,4700,3587.8
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",8041004901,EL PASO,0.66,0,3813,5777.3
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",8041004902,EL PASO,1.58,0,5978,3783.5
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",8041004501,EL PASO,5.24,0.02,4729,902.5
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",8041004008,EL PASO,15.49,0.01,3030,195.6
1163,8041007000,"Census Tract 70, El Paso County, Colorado",8041007000,EL PASO,2.03,0,4060,2000
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",8041003702,EL PASO,2.02,0,5087,2518.3
1165,8041002800,"Census Tract 28, El Paso County, Colorado",8041002800,EL PASO,2.85,0,6113,2144.9
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",8041001301,EL PASO,0.51,0,2143,4202
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",8041003902,EL PASO,40.68,0.07,12304,302.5
1168,8041007300,"Census Tract 73, El Paso County, Colorado",8041007300,EL PASO,14.9,0,10403,698.2
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",8005083700,ARAPAHOE,1.8,0,4311,2395
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",8005086100,ARAPAHOE,0.73,0,4804,6580.8
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",8005007107,ARAPAHOE,5.45,0,8660,1589
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",8005085100,ARAPAHOE,1.44,0,6920,4805.6
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",8005085600,ARAPAHOE,0.49,0,3317,6769.4
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",8005085500,ARAPAHOE,0.84,0,5581,6644
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",8005087000,ARAPAHOE,0.37,0,5090,13756.8
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",8005086800,ARAPAHOE,0.66,0,7062,10700
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",8005005551,ARAPAHOE,1.21,0,3506,2897.5
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",8005007702,ARAPAHOE,1.07,0,4260,3981.3
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",8005080100,ARAPAHOE,0.55,0,4425,8045.5
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",8005084800,ARAPAHOE,0.58,0,3519,6067.2
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",8005007101,ARAPAHOE,462.42,4.28,5121,11.1
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",8005081900,ARAPAHOE,1.01,0,6745,6678.2
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",8005082000,ARAPAHOE,1.26,0.01,4250,3373
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",8005081400,ARAPAHOE,1.02,0,4229,4146.1
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",8005007202,ARAPAHOE,0.64,0,3997,6245.3
1186,8041007500,"Census Tract 75, El Paso County, Colorado",8041007500,EL PASO,61.19,0.04,8634,141.1
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",8041003909,EL PASO,317.25,0.18,7048,22.2
1188,8041002300,"Census Tract 23, El Paso County, Colorado",8041002300,EL PASO,1.22,0,1743,1428.7
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",8005087200,ARAPAHOE,0.9,0,4302,4780
1190,8005085000,"Census Tract 850, Arapahoe County, Colorado",8005085000,ARAPAHOE,1.25,0,1674,1339.2
1191,8005083800,"Census Tract 838, Arapahoe County, Colorado",8005083800,ARAPAHOE,0.5,0,3095,6190
1192,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",8005007105,ARAPAHOE,33.72,0.01,5650,167.6
1193,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",8005007104,ARAPAHOE,21.45,0,5708,266.1
1194,8005086000,"Census Tract 860, Arapahoe County, Colorado",8005086000,ARAPAHOE,1.3,0,8151,6270
1195,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",8005007106,ARAPAHOE,64.42,0.03,5722,88.8
1196,8005083100,"Census Tract 831, Arapahoe County, Colorado",8005083100,ARAPAHOE,1.02,0,6631,6501
1197,8005080600,"Census Tract 806, Arapahoe County, Colorado",8005080600,ARAPAHOE,0.48,0,3403,7089.6
1198,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",8005007302,ARAPAHOE,0.5,0,5324,10648
1199,8005080000,"Census Tract 800, Arapahoe County, Colorado",8005080000,ARAPAHOE,0.51,0,3312,6494.1
1200,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",8005006854,ARAPAHOE,3.27,1.21,2868,877.1
1201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",8005007201,ARAPAHOE,0.51,0,4023,7888.2
1202,8005083600,"Census Tract 836, Arapahoe County, Colorado",8005083600,ARAPAHOE,2.04,0,3450,1691.2
1203,8005086600,"Census Tract 866, Arapahoe County, Colorado",8005086600,ARAPAHOE,2.83,0,5844,2065
1204,8005085300,"Census Tract 853, Arapahoe County, Colorado",8005085300,ARAPAHOE,0.71,0,2462,3467.6
1205,8005085200,"Census Tract 852, Arapahoe County, Colorado",8005085200,ARAPAHOE,1.4,0,2941,2100.7
1206,8005086500,"Census Tract 865, Arapahoe County, Colorado",8005086500,ARAPAHOE,2.37,0,5220,2202.5
1207,8005086300,"Census Tract 863, Arapahoe County, Colorado",8005086300,ARAPAHOE,1.83,0,4669,2551.4
1208,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",8005006856,ARAPAHOE,7.36,0,8745,1188.2
1209,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",8005006857,ARAPAHOE,0.77,0,2239,2907.8
1210,8005006501,"Census Tract 65.01, Arapahoe County, Colorado",8005006501,ARAPAHOE,0.65,0.02,2289,3521.5
1211,8005005623,"Census Tract 56.23, Arapahoe County, Colorado",8005005623,ARAPAHOE,1.56,0.02,4298,2755.1
1212,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",8005006713,ARAPAHOE,0.2,0,1582,7910
1213,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",8005006858,ARAPAHOE,1.09,0,5102,4680.7
1214,8005005635,"Census Tract 56.35, Arapahoe County, Colorado",8005005635,ARAPAHOE,1.04,0,4974,4782.7
1215,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",8005006712,ARAPAHOE,1.96,0,1385,706.6
1216,8005005636,"Census Tract 56.36, Arapahoe County, Colorado",8005005636,ARAPAHOE,1.97,0.01,1819,923.4
1217,8005004951,"Census Tract 49.51, Arapahoe County, Colorado",8005004951,ARAPAHOE,0.06,0,2268,37800
1218,8005004952,"Census Tract 49.52, Arapahoe County, Colorado",8005004952,ARAPAHOE,0.49,0,2759,5630.6
1219,8005082700,"Census Tract 827, Arapahoe County, Colorado",8005082700,ARAPAHOE,0.47,0,3602,7663.8
1220,8005082200,"Census Tract 822, Arapahoe County, Colorado",8005082200,ARAPAHOE,0.75,0,6222,8296
1221,8005082500,"Census Tract 825, Arapahoe County, Colorado",8005082500,ARAPAHOE,0.49,0,2209,4508.2
1222,8005081500,"Census Tract 815, Arapahoe County, Colorado",8005081500,ARAPAHOE,0.7,0,3026,4322.9
1223,8005006502,"Census Tract 65.02, Arapahoe County, Colorado",8005006502,ARAPAHOE,0.75,0,3531,4708
1224,8005005552,"Census Tract 55.52, Arapahoe County, Colorado",8005005552,ARAPAHOE,0.79,0.02,2508,3174.7
1225,8005007704,"Census Tract 77.04, Arapahoe County, Colorado",8005007704,ARAPAHOE,0.32,0,5045,15765.6
1226,8005084100,"Census Tract 841, Arapahoe County, Colorado",8005084100,ARAPAHOE,0.59,0,4389,7439
1227,8005084500,"Census Tract 845, Arapahoe County, Colorado",8005084500,ARAPAHOE,0.28,0,3102,11078.6
1228,8005005634,"Census Tract 56.34, Arapahoe County, Colorado",8005005634,ARAPAHOE,1.56,0.29,3137,2010.9
1229,8005084900,"Census Tract 849, Arapahoe County, Colorado",8005084900,ARAPAHOE,0.71,0,3352,4721.1
1230,8005081100,"Census Tract 811, Arapahoe County, Colorado",8005081100,ARAPAHOE,0.94,0,6048,6434
1231,8005081200,"Census Tract 812, Arapahoe County, Colorado",8005081200,ARAPAHOE,0.51,0,4599,9017.6
1232,8005084700,"Census Tract 847, Arapahoe County, Colorado",8005084700,ARAPAHOE,0.68,0,4606,6773.5
1233,8005084200,"Census Tract 842, Arapahoe County, Colorado",8005084200,ARAPAHOE,0.57,0,3826,6712.3
1234,8005084300,"Census Tract 843, Arapahoe County, Colorado",8005084300,ARAPAHOE,0.46,0,3613,7854.3
1235,8005085800,"Census Tract 858, Arapahoe County, Colorado",8005085800,ARAPAHOE,0.34,0.23,1687,4961.8
1236,8005083400,"Census Tract 834, Arapahoe County, Colorado",8005083400,ARAPAHOE,1.05,0,7435,7081
1237,8005081300,"Census Tract 813, Arapahoe County, Colorado",8005081300,ARAPAHOE,0.45,0,3108,6906.7
1238,8005085400,"Census Tract 854, Arapahoe County, Colorado",8005085400,ARAPAHOE,0.71,0,4543,6398.6
1239,8005086200,"Census Tract 862, Arapahoe County, Colorado",8005086200,ARAPAHOE,0.86,0,6675,7761.6
1240,8005085700,"Census Tract 857, Arapahoe County, Colorado",8005085700,ARAPAHOE,0.67,0,4515,6738.8
1241,8005083300,"Census Tract 833, Arapahoe County, Colorado",8005083300,ARAPAHOE,0.74,0,4413,5963.5
1242,8005084000,"Census Tract 840, Arapahoe County, Colorado",8005084000,ARAPAHOE,0.33,0,2570,7787.9
1243,8005007703,"Census Tract 77.03, Arapahoe County, Colorado",8005007703,ARAPAHOE,0.71,0,4769,6716.9
1244,8005082100,"Census Tract 821, Arapahoe County, Colorado",8005082100,ARAPAHOE,0.75,0,7453,9937.3
1245,8005081000,"Census Tract 810, Arapahoe County, Colorado",8005081000,ARAPAHOE,0.92,0,5922,6437
1246,8005080300,"Census Tract 803, Arapahoe County, Colorado",8005080300,ARAPAHOE,0.98,0,5512,5624.5
1247,8005080400,"Census Tract 804, Arapahoe County, Colorado",8005080400,ARAPAHOE,0.93,0,5101,5484.9
1248,8005080800,"Census Tract 808, Arapahoe County, Colorado",8005080800,ARAPAHOE,0.35,0,3463,9894.3
1249,8005080900,"Census Tract 809, Arapahoe County, Colorado",8005080900,ARAPAHOE,0.65,0,4763,7327.7
